respondent_id,synced_at,bu,survey_type,subholding,location,region,facility_type,facility_id,overall_score,overall_group,people_score,process_score,premises_score,nps_score,feedback,tags,sentiment,channel,language
5b28ff06-7e66-451e-8ec1-c051c1b51aff,2026-02-20 12:51:34,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,Dipertahankan,,Neutral,,Bahasa
455cd21a-23da-4661-86fd-0e4bac9eb688,2026-02-20 12:19:36,API,Toilet,API dan IAS,CGK T2,1,TOILET T2E - ARRIVAL CORRIDOR WANITA,API&IAS-TOILET-CGK T2-CCA E TW,4,Satisfied,4,4,4,,"Toilet kurang wangi, lantai toilet basah dan licin.","Odor Control, Ventilation, and Overall Comfort|Cleanliness and Hygiene of Toilets",Negative,,Bahasa
905489d4-1de6-4d69-a7bb-b5e4674a2c74,2026-02-20 12:08:57,API,Toilet,API dan IAS,KNO,3,"TOILET,A8 PRIA",KNO-TP-A08,5,Satisfied,5,5,5,,Fasilitas toilet baik & berfungsi,Facility Maintenance and Upkeep,Positive,,Bahasa
ea351cb9-ad07-48c3-a545-5d9dd38f74e5,2026-02-20 10:36:47,API,Toilet,API dan IAS,KNO,3,"TOILET,A5 WANITA",KNO-TW-A05,5,Satisfied,5,5,5,,Semua sudah ok. Ada sanitizer di dalam toilet dan petugas yg ramah.,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
9285930d-b0ac-47cc-8a99-66be3d437146,2026-02-20 10:28:00,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,𝑇𝑜𝑖𝑙𝑒𝑡𝑛𝑦𝑎 𝑏𝑒𝑟𝑠𝑖ℎ 𝑑𝑎𝑛 𝑝𝑒𝑡𝑢𝑔𝑎𝑠 𝑛𝑦𝑎 𝑗𝑢𝑔𝑎 𝑟𝑎𝑚𝑎ℎ,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
00e203e7-6736-46c1-97e6-77da4f64bcd3,2026-02-20 09:45:21,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,Baik,Cleanliness and Hygiene of Toilets,Neutral,,Bahasa
ce547df0-7f22-4024-8551-a507424c98ab,2026-02-20 09:33:15,API,Toilet,API dan IAS,KNO,3,"TOILET,P5 WANITA",KNO-TW-P05,5,Satisfied,5,5,5,,"𝐹𝑎𝑠𝑖𝑙𝑖𝑡𝑎𝑠 𝑐𝑢𝑘𝑢𝑝, 𝑘𝑒𝑏𝑒𝑟𝑠𝑖ℎ𝑎𝑛𝑛𝑦𝑎 𝑗𝑢𝑔𝑎 𝑏𝑎𝑔𝑢𝑠",Cleanliness and Hygiene of Toilets,Positive,,Bahasa
6c94e91b-cff8-4273-83c5-8d3123dee9ad,2026-02-20 09:24:19,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,Terbagus,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
d0e21e62-9557-4672-80e0-1f26b9bcfdb7,2026-02-20 08:00:33,API,Toilet,API dan IAS,KNO,3,"TOILET,P6 WANITA",KNO-TW-P06,5,Satisfied,5,5,5,,Sdh sangat bersih dan wangi,"Odor Control, Ventilation, and Overall Comfort",Positive,,Bahasa
31e71eca-6952-4887-a27d-374f7082552e,2026-02-20 07:05:00,API,Toilet,API dan IAS,CGK T2,1,TOILET T2D - CHECKIN WANITA,API&IAS-TOILET-CGK T2-HCI D TW,1,Dissatisfied,1,1,5,,pelayanan kurang baik sangat buruk,"Customer Feedback, Complaint Handling, and Service Quality",Negative,,Bahasa
9c029161-6400-475a-a21a-2c52d8cb0e9b,2026-02-19 20:07:50,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 INT - ARRIVAL CURBSIDE GATE 1 PRIA,I.G.02.P,5,Satisfied,5,5,5,,Kasih ac,"Odor Control, Ventilation, and Overall Comfort",Neutral,,Bahasa
4f45e0e6-3346-4313-8025-da118c8fae96,2026-02-19 19:56:43,API,Toilet,API dan IAS,CGK T1,1,TOILET T1B - BOARDING ROOM T1B-7 WANITA,B. BL7. W,1,Dissatisfied,1,1,1,,Kotor,,Neutral,,Bahasa
bcf94a31-1fcd-491e-9732-b022a1423f86,2026-02-19 15:59:25,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,"Sangat baik. Kak Suarsih ramah selalu menyapa semua yang datang ke toilet, membersihkan dan mengucapkan terima kasih.","Cleanliness and Hygiene of Toilets|Customer Feedback, Complaint Handling, and Service Quality",Positive,,Bahasa
48eb19cb-6fbb-4c9a-b3ff-9fa2e31fcc4b,2026-02-19 15:48:48,API,Toilet,API dan IAS,KNO,3,"TOILET,P6 PRIA",KNO-TP-P06,5,Satisfied,5,5,5,,Toilet nya bersih petugas nya ramah,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
e96d8a81-2b0c-4291-95cf-4f8677502fb9,2026-03-20 15:13:03,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - BOARDING ROOM GATE 15 PRIA,D.F.05.P,5,Satisfied,5,5,5,,Sudah bagus seoerti spore,,Positive,,Bahasa
ce2d1f22-cf2d-465c-a246-016b1f205016,2026-03-20 13:25:04,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,No komen,,Neutral,,Bahasa
04e1a16b-65af-4619-aa79-cb75e8984522,2026-03-20 12:31:21,API,Toilet,API dan IAS,KNO,3,"TOILET,P3 WANITA",KNO-TW-P03,5,Satisfied,5,5,5,,,,,,Bahasa
cc6d6d9f-b64a-4acc-8685-24fc9718872d,2026-03-20 11:20:43,API,Toilet,API dan IAS,YIA,4,TOILET CHEKIN TIMUR PRIA,YIA-TOI-CT-P,1,Dissatisfied,1,1,1,,"toilet koto,basang,tidak ada tisue....",Cleanliness and Hygiene of Toilets,Negative,,Bahasa
47cecb5c-8aef-42b3-b32c-a9e127082851,2026-03-20 11:06:39,API,Toilet,API dan IAS,KNO,3,"TOILET,A5 WANITA",KNO-TW-A05,5,Satisfied,4,4,4,,Baik,,Neutral,,Bahasa
717012e7-a854-4ceb-88fb-a2997d173b2c,2026-03-20 09:40:27,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,Servis di Toilet sangat bagus,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
ed854512-b4a6-49af-8c0c-a29e8ea65f7f,2026-03-20 07:27:16,API,Toilet,API dan IAS,KNO,3,"TOILET,P6 PRIA",KNO-TP-P06,5,Satisfied,5,5,5,,Dipertahankan terus pelayanannya,"Customer Feedback, Complaint Handling, and Service Quality",Positive,,Bahasa
1de3d9ae-d0cb-4730-bd8c-c3a65237d1b1,2026-03-19 21:59:23,API,Toilet,API dan IAS,KNO,3,"TOILET,A6 WANITA",KNO-TW-A06,5,Satisfied,5,5,5,,Toilet bersih,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
b1fffb69-ff48-4846-9bbd-4ba8ca0e9a20,2026-03-19 21:57:28,API,Toilet,API dan IAS,KNO,3,"TOILET,A5 WANITA",KNO-TW-A05,5,Satisfied,5,5,5,,Toilet bersih petugas ramah,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
c6106dd7-22c4-4df2-9039-6a854047b7f2,2026-03-19 21:54:50,API,Toilet,API dan IAS,KNO,3,"TOILET,A8 WANITA",KNO-TW-A08,5,Satisfied,5,5,5,,"Toilet bersih, ibu suparmi sgt ramah. Sehat selalu Bu 🙏🏻",Cleanliness and Hygiene of Toilets,Positive,,Bahasa
9a37e8e4-dbe0-4f25-9685-628e5e99e862,2026-03-19 19:12:52,API,Toilet,API dan IAS,CGK T1,1,TOILET T1A - PARKING WANITA,Toilet Parkir A - Wanita,1,Dissatisfied,3,1,1,,"Toiletnya sangat bauu, jorok , byk yg buang air tidak disiram. Tdk ada petugas yg berjaga","Odor Control, Ventilation, and Overall Comfort|Cleanliness and Hygiene of Toilets|Safety, Privacy, and Security in Toilet Areas|Customer Feedback, Complaint Handling, and Service Quality",Negative,,Bahasa
6dfc18fe-af01-4689-ba22-dd79f3404dc4,2026-03-19 18:06:08,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - ARRIVAL PRIA,D.G.05.P,5,Satisfied,5,5,5,,Luar biasa bersih dan cleaning service super ramah,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
779d5e57-b0cf-4d9a-b54a-1c21f83a5f7d,2026-03-19 17:13:47,API,Toilet,API dan IAS,KNO,3,"TOILET,A5 WANITA",KNO-TW-A05,5,Satisfied,5,4,4,,Sgt bersih dan ramah,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
ec01f1b4-0fcd-4be7-8057-c49b46a28116,2026-04-20 15:16:35,API,Toilet,API dan IAS,KNO,3,"TOILET,P1 PRIA",KNO-TP-P01,5,Satisfied,5,5,5,,Toilet nya bersih petugas nya ramah,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
9e7bea9c-ddab-4ab0-b597-b778a431229f,2026-04-20 14:58:33,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - BOARDING ROOM GATE 15 PRIA,D.F.05.P,5,Satisfied,5,5,5,,"Toilet bersih, kering ,lengkap dan harum",Cleanliness and Hygiene of Toilets,Positive,,Bahasa
82bdeb42-0c2d-43b4-a289-c9ddcb1d65f3,2026-04-20 14:49:05,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - BOARDING ROOM GATE 13 PRIA,D.F.03.P,5,Satisfied,5,5,5,,"Toilet kering, beraih dan wangi","Odor Control, Ventilation, and Overall Comfort",Positive,,Bahasa
6e28236d-ce5e-47d0-8336-d3692868a714,2026-04-20 12:07:36,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 INT - ARRIVAL CORRIDOR GATE 6 PRIA,I.G.07.P,5,Satisfied,5,5,5,,Toilet bersih dan harum,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
dc47fbfc-e6d5-4a92-aaa0-923ff0f7da3b,2026-04-20 11:56:36,API,Toilet,API dan IAS,KNO,3,"TOILET,D2 PRIA",KNO-TP-D02,5,Satisfied,5,5,5,,Sangat nyaman...,"Odor Control, Ventilation, and Overall Comfort|Cleanliness and Hygiene of Toilets",Positive,,Bahasa
bf23c812-705a-4f29-8282-eb2458e05094,2026-04-20 09:55:50,API,Toilet,API dan IAS,KNO,3,"TOILET,A8 PRIA",KNO-TP-A08,5,Satisfied,5,5,5,,Cukup. Sudah memuaskan.,,Positive,,Bahasa
bdcca7ad-f1e5-4307-9fd9-45e05e25aeb9,2026-04-20 08:53:06,API,Toilet,API dan IAS,KNO,3,"TOILET,A6 WANITA",KNO-TW-A06,3,Neutral,5,3,4,,tong sampahnya penuh,Facility Maintenance and Upkeep,Negative,,Bahasa
73297d29-eec7-4249-b9e8-895ab2a0feb9,2026-04-20 07:33:34,API,Toilet,API dan IAS,CGK T1,1,TOILET T1B - CHECKIN PRIA,B. HCI. P,5,Satisfied,5,5,5,,Lengkap bersih kering dan wangi,"Odor Control, Ventilation, and Overall Comfort",Positive,,Bahasa
e70403bc-db47-406a-954e-654fdad26e6e,2026-04-20 06:47:33,API,Toilet,API dan IAS,CGK T1,1,TOILET T1A - BOARDING ROOM T1A-5 WANITA,A.BL5.W,5,Satisfied,5,5,5,,Lengkap bersih kering dan wangi,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
134cd9e7-c195-4972-b670-e6c52e1b6618,2026-04-20 05:31:18,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - SCP PRIA,D.S.02.P,5,Satisfied,,,,,,,,,Bahasa
1b7e0646-bf90-4c41-86cd-64e554580220,2026-04-20 04:36:58,API,Toilet,API dan IAS,CGK T2,1,TOILET T2F - CHECKIN WANITA,API&IAS-TOILET-CGK T2-HCI F TW,1,Dissatisfied,1,1,1,,Selamat pagi  Tolong di beriarahan ke team kebersihannya petugas yg jaga perempuan tugas pagi 20 april 2026  jam 04:29   Dia hampir tabrak saya dengan alat kebersihannya sudah saya tegur tapi dia hanya melihat muka aja tampa meminta maaf tolong berikan pelajaran dengan baik ya,"Cleanliness and Hygiene of Toilets|Customer Feedback, Complaint Handling, and Service Quality",Negative,,Bahasa
cf8f750f-6384-4663-8e45-b855e6883d2e,2026-04-20 00:26:57,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - ARRIVAL PRIA,D.G.05.P,5,Satisfied,5,5,5,,Toilet bersih dan harum,"Odor Control, Ventilation, and Overall Comfort|Cleanliness and Hygiene of Toilets",Positive,,Bahasa
567a16d8-f067-4dd1-9d8f-a1ec909e3cbe,2026-04-19 23:48:30,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - SCP PRIA,D.S.02.P,5,Satisfied,5,5,5,,Materialnya bagus,Facility Maintenance and Upkeep,Positive,,Bahasa
b7a0fcae-d272-4a36-8628-26334642e863,2026-04-19 22:35:10,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - BOARDING ROOM GATE 12 PRIA,D.F.02.P,5,Satisfied,5,5,5,,Toilet bersih dan harum,"Odor Control, Ventilation, and Overall Comfort|Cleanliness and Hygiene of Toilets",Positive,,Bahasa
c8cf3b29-c375-463b-a035-0a7187190f56,2026-04-19 19:17:53,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,,,,,,,,,Bahasa
410413c0-76ac-47cf-abb2-12faaea167a9,2026-04-19 19:33:55,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,Mr Charles was a great help. Weldone and Thanks Charles.,"Customer Feedback, Complaint Handling, and Service Quality",Positive,,Bahasa
4aa54aca-2963-4fb5-9698-edd252af44bd,2026-04-19 19:15:11,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,Sudah baik,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
36c68d47-0f6e-4248-8a3a-6b88fbe9224e,2026-04-19 18:56:27,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 INT - BAGGAGE CLAIM WANITA,I.G.04.W,5,Satisfied,5,5,5,,Perfectly,,Neutral,,English
4a1eda0c-2680-4cb0-8235-305448d4a009,2026-04-19 18:45:45,API,Toilet,API dan IAS,KNO,3,"TOILET,A6 WANITA",KNO-TW-A06,5,Satisfied,4,4,4,,,,,,Bahasa
6efc8c4b-d430-488b-a72a-dc88ddae250b,2026-04-19 18:14:29,API,Toilet,API dan IAS,CGK T2,1,TOILET T2F - CHECKIN WANITA,API&IAS-TOILET-CGK T2-HCI F TW,4,Satisfied,4,4,4,,Tempat wudhu sebaiknya dipisah antara laki-laki dan perempuan,Accessibility and Facilities for Disabled/Elderly Users,Neutral,,Bahasa
9d0a8901-9b79-46f5-b116-a2ce2b2aaab1,2026-04-19 17:52:20,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - BOARDING ROOM GATE 15 PRIA,D.F.05.P,5,Satisfied,5,5,5,,-,Cleanliness and Hygiene of Toilets,Neutral,,Bahasa
5771845f-4242-4239-8242-48a3c73ba85d,2026-04-19 17:38:04,API,Toilet,API dan IAS,KNO,3,"TOILET,A8 WANITA",KNO-TW-A08,5,Satisfied,5,5,5,,Sudah OK,,Neutral,,Bahasa
4e6f571e-2f1c-4c5b-a38b-9daef47bbda0,2026-04-19 16:56:00,API,Toilet,API dan IAS,CGK T2,1,TOILET T2D - BAGGAGE CLAIM PRIA,API&IAS-TOILET-CGK T2-HCO D TP,1,Dissatisfied,1,1,1,,Toilet wanita sebelum bluesky becek kotor tisu berantakan,Cleanliness and Hygiene of Toilets|Facility Maintenance and Upkeep,Negative,,Bahasa
8845ea1c-b091-4fd9-8669-92441fce8de7,2026-04-19 16:28:10,API,Toilet,API dan IAS,CGK T2,1,TOILET T2D - BAGGAGE CLAIM PRIA,API&IAS-TOILET-CGK T2-HCO D TP,1,Dissatisfied,,,,,,,,,Bahasa
2bca7b4e-0523-466a-beac-6d180501a468,2026-04-19 16:26:21,API,Toilet,API dan IAS,CGK T2,1,TOILET T2F - CHECKIN WANITA,API&IAS-TOILET-CGK T2-HCI F TW,5,Satisfied,5,5,5,,Toilet nya wangi bikin nyaman,"Odor Control, Ventilation, and Overall Comfort",Positive,,Bahasa
52872b7f-cbe2-4132-970c-29b1ed8e1674,2026-04-19 15:47:47,API,Toilet,API dan IAS,CGK T2,1,TOILET T2D - BAGGAGE CLAIM PRIA,API&IAS-TOILET-CGK T2-HCO D TP,1,Dissatisfied,,,,,Toilet yang depan subway kotor dan becek petugasnya gak ada,Cleanliness and Hygiene of Toilets,Negative,,Bahasa
78539bf7-5e8f-46f3-a060-048fed899fa8,2026-04-19 15:35:26,API,Toilet,API dan IAS,CGK T2,1,TOILET T2D - BAGGAGE CLAIM PRIA,API&IAS-TOILET-CGK T2-HCO D TP,1,Dissatisfied,,,,,,,,,Bahasa
5e78f149-a507-4bfd-80c9-25fa21eb48b3,2026-04-19 15:28:32,API,Toilet,API dan IAS,CGK T2,1,TOILET T2D - BAGGAGE CLAIM PRIA,API&IAS-TOILET-CGK T2-HCO D TP,1,Dissatisfied,,,,,,,,,Bahasa
b99d4234-779c-4ef0-8873-0b7da892a33a,2026-04-19 15:56:11,API,Toilet,API dan IAS,CGK T2,1,TOILET T2D - BAGGAGE CLAIM PRIA,API&IAS-TOILET-CGK T2-HCO D TP,1,Dissatisfied,1,5,5,,Toilet depan subway kotor dan becek petugas gak ada,Cleanliness and Hygiene of Toilets|Facility Maintenance and Upkeep,Negative,,Bahasa
f61059a5-1078-4a83-863c-9b43f005615c,2026-04-19 15:25:36,API,Toilet,API dan IAS,CGK T2,1,TOILET T2D - BAGGAGE CLAIM PRIA,API&IAS-TOILET-CGK T2-HCO D TP,1,Dissatisfied,,,,,,,,,Bahasa
b5e7ce23-c12d-47fe-ba23-db804b6d5fbb,2026-05-20 14:58:37,API,Toilet,API dan IAS,CGK T1,1,TOILET T1B - CORRIDOR AFTER SCP PRIA,CCD. B1,5,Satisfied,5,5,5,,,,,,Bahasa
a9b450e0-45d0-4c26-a044-9bbad569c96f,2026-05-20 14:43:20,API,Toilet,API dan IAS,CGK T1,1,TOILET T1B - CHECKIN PRIA,B. HCI. P,5,Satisfied,5,5,5,,,,,,Bahasa
13edaa77-c922-41e8-ae0d-68c873a0e07a,2026-05-20 14:19:59,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 INT - ARRIVAL CORRIDOR BBKK-IMIGRASI PRIA,I.G.05.P,3,Neutral,3,3,3,,"Di toilet Sudah okey , Cuma di Airport ini kenapa tempt sampah pada ilang ya ? Emg gaboleh buang sampah lagi ! Mau di apain sampah Kami kalo gada tempat sampah  Terimakasih","Facility Maintenance and Upkeep|Signage, Directions, and Facility Accessibility",Negative,,Bahasa
451eac76-31f8-4bde-b704-95cd06edc066,2026-05-20 14:15:55,API,Toilet,API dan IAS,CGK T2,1,TOILET T2F - CHECKIN WANITA,API&IAS-TOILET-CGK T2-HCI F TW,5,Satisfied,5,5,5,,Bagus,,Positive,,Bahasa
dc92d364-6232-48a8-98a1-6701936c9f63,2026-05-20 13:41:33,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - ARRIVAL CURBSIDE PRIA,D.G.02.P,5,Satisfied,5,5,5,,Toilet nyaa berkelas,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
2727ae8d-3428-4eb0-819b-de4fbbccc338,2026-05-20 13:37:23,API,Toilet,API dan IAS,CGK T1,1,TOILET T1B - CORRIDOR AFTER SCP PRIA,CCD. B1,5,Satisfied,5,5,5,,bagus,,Positive,,Bahasa
453df41a-c0e0-4a49-abf7-4969afc1759f,2026-05-20 13:00:39,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,Wangiiii ...betah,,Neutral,,Bahasa
04420e2c-0c50-4eca-bb1a-7ed7c323029a,2026-05-20 11:22:09,API,Toilet,API dan IAS,YIA,4,TOILET MEZZANINE INTERNASIONAL PRIA,YIA-TOI-MZ-INT-P,5,Satisfied,4,5,5,,"perhaps install more hand dryers? so many toilets and washbasins, but only one dryer","Facility Maintenance and Upkeep|Toilet Facilities and Completeness (e.g., soap, water, seats)",Neutral,,English
350bcfad-0664-43e5-b3a4-914315b84f67,2026-05-20 07:55:56,API,Toilet,API dan IAS,CGK T2,1,TOILET T2D - BAGGAGE CLAIM PRIA,API&IAS-TOILET-CGK T2-HCO D TP,5,Satisfied,,,,,,,,,Bahasa
9babcaef-12fa-42b2-8c67-6bd4b89e3cc6,2026-05-20 06:04:36,API,Toilet,API dan IAS,CGK T2,1,TOILET T2F - CHECKIN WANITA,API&IAS-TOILET-CGK T2-HCI F TW,1,Dissatisfied,1,2,2,,Kotor dan masih ada feses yang tidak dibersihkan,Cleanliness and Hygiene of Toilets,Negative,,Bahasa
741280b0-3124-4485-9a91-73e8a1298bfa,2026-05-19 18:13:19,API,Toilet,API dan IAS,CGK T2,1,TOILET T2F - CHECKIN WANITA,API&IAS-TOILET-CGK T2-HCI F TW,5,Satisfied,5,5,5,,"tidak ada, semuanya sudah baik.",,Neutral,,Bahasa
d3069534-dc24-49b4-b73e-70c0e8cefdc9,2026-05-19 18:12:44,API,Toilet,API dan IAS,CGK T2,1,TOILET T2F - CHECKIN WANITA,API&IAS-TOILET-CGK T2-HCI F TW,5,Satisfied,5,5,5,,-,Cleanliness and Hygiene of Toilets,Neutral,,Bahasa
2257cd3c-56af-4ee0-9279-4681a0ba79bc,2026-05-19 17:05:31,API,Toilet,API dan IAS,CGK T2,1,TOILET T2F - CHECKIN WANITA,API&IAS-TOILET-CGK T2-HCI F TW,5,Satisfied,5,5,5,,Petugas toilet Ramah menyapa dan mu membantu,"Customer Feedback, Complaint Handling, and Service Quality",Positive,,Bahasa
75212db4-5c88-419d-ad4c-5ba63b8263e5,2026-06-20 14:41:48,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 INT - BOARDING ROOM GATE 8 PRIA,I.F.02.P,5,Satisfied,5,5,5,,Bersih,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
ecee2c08-f7e2-4136-9903-28f5d4f5d566,2026-06-20 14:36:24,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - BOARDING ROOM GATE 13 PRIA,D.F.03.P,5,Satisfied,5,5,5,,Excellent,,Positive,,Bahasa
f63105a1-610f-41a5-9e50-73507e6f4967,2026-06-20 12:33:12,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 INT - PARKING WANITA,PI.03.U.W,4,Satisfied,5,5,5,,"Tolong sediakan tanjakan untuk disabilitas (kursi roda dll) jangan tangga saja. Tapi overa toilet keren, bersih dan nyaman sekali👍🏻👍🏻","Odor Control, Ventilation, and Overall Comfort|Cleanliness and Hygiene of Toilets|Accessibility and Facilities for Disabled/Elderly Users",Positive,,Bahasa
fdc09e2c-6c11-4747-82bd-77eb54856b2e,2026-06-20 11:24:39,API,Toilet,API dan IAS,CGK T2,1,TOILET T2F - CHECKIN WANITA,API&IAS-TOILET-CGK T2-HCI F TW,5,Satisfied,,,,,,,,,Bahasa
8b45caaf-f560-4200-8a0d-10067bc87228,2026-06-20 11:35:07,API,Toilet,API dan IAS,CGK T2,1,TOILET T2D - CURBSIDE KEBERANGKATAN WANITA,API&IAS-TOILET-CGK T2-PCI D TW,5,Satisfied,5,5,5,,toilet bersih dan petugas ramah,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
9c5c7b13-9eac-4873-9caf-63f7f16800a8,2026-06-20 10:41:13,API,Toilet,API dan IAS,KNO,3,"TOILET,A6 WANITA",KNO-TW-A06,5,Satisfied,5,5,5,,Mantappp,,Positive,,Bahasa
403e47ff-c32b-4175-9505-0a57acfce925,2026-06-20 10:32:26,API,Toilet,API dan IAS,KNO,3,"TOILET,D4 PRIA",KNO-TP-D04,5,Satisfied,5,4,5,,Terimakasih pertahankan layanan toiletnya yang sdh baik,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
e89a8565-885c-4dc3-a1dc-4e4b06aab659,2026-06-20 10:04:02,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - BOARDING ROOM GATE 13 PRIA,D.F.03.P,5,Satisfied,5,5,5,,Keep professional,,Neutral,,English
1f17fd70-bf79-4e60-a8f2-9c0b61c07f3c,2026-06-20 09:28:20,API,Toilet,API dan IAS,CGK T1,1,TOILET T1B - BAGGAGE CLAIM PRIA,B.HCO.P,5,Satisfied,,,,,,,,,English
55249582-821f-43c6-b51c-732df531380b,2026-06-20 09:57:52,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,,,,,English
f5022597-ca41-48a9-b14f-043af7a2ed16,2026-06-20 09:57:49,API,Toilet,API dan IAS,KNO,3,"TOILET,P4 WANITA",KNO-TW-P04,5,Satisfied,5,5,5,,,,,,Bahasa
f969922f-7516-4afc-9173-fcc5aba448ea,2026-06-20 08:23:13,API,Toilet,API dan IAS,CGK T3,1,TOILET T3 DOM - BOARDING ROOM GATE 12 PRIA,D.F.02.P,5,Satisfied,5,5,5,,Toilet Kering,Cleanliness and Hygiene of Toilets,Neutral,,Bahasa
ffd626e4-220f-45d9-af0f-5981d32d3af1,2026-06-20 07:49:43,API,Toilet,API dan IAS,KNO,3,"TOILET,P6 PRIA",KNO-TP-P06,4,Satisfied,5,5,5,,Cukup ok,,Neutral,,Bahasa
7cdf2aff-b29f-4179-b8a2-781900778a03,2026-06-20 05:31:43,API,Toilet,API dan IAS,KNO,3,"TOILET,P5 PRIA",KNO-TP-P05,5,Satisfied,5,5,5,,Bagus. Pertahanin ya,,Positive,,Bahasa
2dfdc3e4-59d8-4df3-8b73-055aef5a5e20,2026-06-20 05:28:03,API,Toilet,API dan IAS,KNO,3,"TOILET,P5 PRIA",KNO-TP-P05,5,Satisfied,5,5,5,,Sudah baik dan bersih,Cleanliness and Hygiene of Toilets,Positive,,Bahasa
252a74f3-eaba-435a-8174-79eb5ca6b690,2026-06-20 00:33:52,API,Toilet,API dan IAS,CGK T2,1,TOILET T2EF - TRANSIT WANITA,API&IAS-TOILET-CGK T2-TRS EF TW,5,Satisfied,5,5,5,,,,,,Bahasa
c5944c32-312e-485c-ac75-1682655650a0,2026-06-20 00:26:56,API,Toilet,API dan IAS,CGK T2,1,TOILET T2F - CHECKIN WANITA,API&IAS-TOILET-CGK T2-HCI F TW,5,Satisfied,5,5,5,,,,,,Bahasa
10a49e0d-40c0-424e-87e8-21c82c4c74b0,2026-06-20 00:08:45,API,Toilet,API dan IAS,CGK T2,1,TOILET T2D - BOARDING ROOM T2D-5 PRIA,API&IAS-TOILET-CGK T2-BL D5 TP,5,Satisfied,5,5,5,,"Rapi dan bersih, mungkin bisa diberi aromatherapy/essential oil agar lebih wangi.","Odor Control, Ventilation, and Overall Comfort",Positive,,Bahasa
1ab2999c-045f-494e-bb50-5f6f60407b73,2026-06-19 23:02:40,API,Toilet,API dan IAS,KNO,3,"TOILET,A6 PRIA",KNO-TP-A06,5,Satisfied,,,,,puas,,Neutral,,Bahasa
02729982-ef76-4be3-bbe2-0da779537c38,2026-06-19 20:36:23,API,Toilet,API dan IAS,UPG,5,TOILET 1H BAGGAGE CLAIM DOMESTIK WANITA,UPG-TOILET-1H_W,5,Satisfied,,,,,,,,,Bahasa
